idVisit,serverTime,timeSpent,actionCategory,actionName,userName,department,team,title,organization,name,country
199549,2016-12-15 09:52:13,,WebNei clicked,LTE3290,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199603,2016-12-15 10:29:35,57,WebNei clicked,IoT - Internet of Things - Introduction,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199603,2016-12-15 10:30:44,172,WebNei clicked,Introduction to Virtualization and Telco Cloud,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199603,2016-12-15 10:33:36,3,Category filtering Clicked,5G,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199603,2016-12-15 10:33:39,479,Category filtering Clicked,LTE,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199615,2016-12-15 10:35:38,346,Category filtering Clicked,5G,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
199615,2016-12-15 10:41:24,6,Order filtering Clicked,Creation date,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
199615,2016-12-15 10:41:30,4,Order filtering Clicked,TOP position,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
199615,2016-12-15 10:41:34,8,Order filtering Clicked,Creation date,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
199603,2016-12-15 10:41:38,70,Top filtering Clicked,top,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199615,2016-12-15 10:41:42,,Order filtering Clicked,Modification date,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
199627,2016-12-15 10:41:52,5,WebNei clicked,BSS21343,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
199627,2016-12-15 10:41:57,4,Top filtering Clicked,top,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
199627,2016-12-15 10:42:01,22,Top filtering Clicked,top,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
199627,2016-12-15 10:42:23,2,Favourites filtering Clicked,favourites,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
199627,2016-12-15 10:42:25,925,Top filtering Clicked,top,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
199603,2016-12-15 10:46:38,532,WebNei clicked,LTE471,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199634,2016-12-15 10:47:41,5,Category filtering Clicked,LTE,ADVENTURE  ,MN Mobile Networks,MN GS GSD GDC IndiaC7,Network Planning&amp;Optimization Specialist,MN Global Services,ADVENTURE  ,India
199634,2016-12-15 10:47:46,7,Category filtering Clicked,5G,ADVENTURE  ,MN Mobile Networks,MN GS GSD GDC IndiaC7,Network Planning&amp;Optimization Specialist,MN Global Services,ADVENTURE  ,India
199634,2016-12-15 10:47:53,7,Category filtering Clicked,LTE,ADVENTURE  ,MN Mobile Networks,MN GS GSD GDC IndiaC7,Network Planning&amp;Optimization Specialist,MN Global Services,ADVENTURE  ,India
199634,2016-12-15 10:48:00,66,WebNei clicked,LTE2479,ADVENTURE  ,MN Mobile Networks,MN GS GSD GDC IndiaC7,Network Planning&amp;Optimization Specialist,MN Global Services,ADVENTURE  ,India
199634,2016-12-15 10:49:06,,Webnei downloaded,256QAM in downlink LTE2479,ADVENTURE  ,MN Mobile Networks,MN GS GSD GDC IndiaC7,Network Planning&amp;Optimization Specialist,MN Global Services,ADVENTURE  ,India
199643,2016-12-15 10:53:51,312,WebNei clicked,GSM 17 Operability Features,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199603,2016-12-15 10:55:30,61,Release technology,WCDMA,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199603,2016-12-15 10:56:31,,Release technology,LTE,Advent  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Advent  ,Poland
199643,2016-12-15 10:59:03,31,WebNei clicked,LTE3071,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199643,2016-12-15 10:59:34,,WebNei clicked,LTE3071,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199659,2016-12-15 11:05:54,,WebNei clicked,LTE2479,Adventure 1: Cavern of Riches  ,MN Mobile Networks,MN GS GSD GDC IndiaC141,Radio Optimization Specialist,MN Global Services,Adventure 1: Cavern of Riches  ,India
199681,2016-12-15 11:25:26,1561,WebNei clicked,BSS21443,Adventure 2600 Reboot  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"R&amp;D Manager, Network Engineering",MN Radio Networks,Adventure 2600 Reboot  ,Poland
199682,2016-12-15 11:30:04,64,Order filtering Clicked,TOP position,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
199682,2016-12-15 11:31:08,1462,Release technology,WCDMA,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
199704,2016-12-15 11:43:30,,WebNei clicked,LTE3071,Adventure 2: The Great Pyramid  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Technical Leader,MN Radio Networks,Adventure 2: The Great Pyramid  ,Poland
199703,2016-12-15 11:43:46,58,WebNei clicked,Introduction to Virtualization and Telco Cloud,Adventure 3: Haunted Mansion  ,MN Mobile Networks,MN GS EUR RSO2A,Technical Project Manager,MN Global Services,Adventure 3: Haunted Mansion  ,Russian Fed.
199703,2016-12-15 11:44:44,167,WebNei clicked,MSS Cloud 17 dimensioning with ACORD,Adventure 3: Haunted Mansion  ,MN Mobile Networks,MN GS EUR RSO2A,Technical Project Manager,MN Global Services,Adventure 3: Haunted Mansion  ,Russian Fed.
199681,2016-12-15 11:51:27,32,Tag filtering Clicked,Security,Adventure 2600 Reboot  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"R&amp;D Manager, Network Engineering",MN Radio Networks,Adventure 2600 Reboot  ,Poland
199681,2016-12-15 11:51:59,,Tag filtering Clicked,Security,Adventure 2600 Reboot  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"R&amp;D Manager, Network Engineering",MN Radio Networks,Adventure 2600 Reboot  ,Poland
199758,2016-12-15 12:40:31,,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Adventure: 3 Out-Of-This-World Games  ,AA Applications &amp; Analytics,AA NM SON NetAct RD22,"Specialist, System Architecture",AA Network Mgmt &amp; Self Org,Adventure: 3 Out-Of-This-World Games  ,Poland
199779,2016-12-15 13:01:13,20,Category filtering Clicked,GSM,Adventure 1: Cavern of Riches  ,MN Mobile Networks,MN GS GSD GDC IndiaC141,Radio Optimization Specialist,MN Global Services,Adventure 1: Cavern of Riches  ,India
199779,2016-12-15 13:01:33,,Tag filtering Clicked,IoT,Adventure 1: Cavern of Riches  ,MN Mobile Networks,MN GS GSD GDC IndiaC141,Radio Optimization Specialist,MN Global Services,Adventure 1: Cavern of Riches  ,India
199827,2016-12-15 13:37:42,,WebNei clicked,LTE1685,Adventure A: Planet of Death  ,MN Mobile Networks,MN GS EUR RSO53,Customer Service Engineer,MN Global Services,Adventure A: Planet of Death  ,Lithuania
199826,2016-12-15 13:38:22,355,WebNei clicked,BSS21443,Adventure 2600 Reboot  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"R&amp;D Manager, Network Engineering",MN Radio Networks,Adventure 2600 Reboot  ,Poland
199826,2016-12-15 13:44:17,231,Webnei downloaded,Packet Abis BSS21443,Adventure 2600 Reboot  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"R&amp;D Manager, Network Engineering",MN Radio Networks,Adventure 2600 Reboot  ,Poland
199830,2016-12-15 13:46:17,,WebNei clicked,Nokia Cloud Infrastructure System - IC17 (CBIS17 on MN HW),"Adventure at the Chateau d'Or  ",MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng9,"Specialist, Network Engineering",MN Radio Networks,"Adventure at the Chateau d'Or  ",Poland
199826,2016-12-15 13:48:08,38,WebNei clicked,LTE2516,Adventure 2600 Reboot  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"R&amp;D Manager, Network Engineering",MN Radio Networks,Adventure 2600 Reboot  ,Poland
199826,2016-12-15 13:48:52,,WebNei clicked,LTE3027,Adventure 2600 Reboot  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"R&amp;D Manager, Network Engineering",MN Radio Networks,Adventure 2600 Reboot  ,Poland
199836,2016-12-15 13:51:33,47,Category filtering Clicked,GSM,Adventure B: Inca Curse  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"R&amp;D Manager, Network Engineering",MN Radio Networks,Adventure B: Inca Curse  ,Poland
199850,2016-12-15 13:53:54,105,pdfViewer error,Invalid PDF structure,Adventure Book   ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Adventure Book   ,Poland
199852,2016-12-15 13:56:19,72,WebNei clicked,LTE2479,Adventure Chest  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Adventure Chest  ,Poland
199852,2016-12-15 13:57:31,,WebNei clicked,LTE3073,Adventure Chest  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Adventure Chest  ,Poland
199850,2016-12-15 14:00:03,,WebNei clicked,LTE430,Adventure Book   ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Adventure Book   ,Poland
199880,2016-12-15 14:16:09,,WebNei clicked,LTE1092,Adventure Chest 2  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Adventure Chest 2  ,Poland
199884,2016-12-15 14:25:22,139,WebNei clicked,LTE962,Adventure Chronicles: The Search for Lost Treasure  ,MN Mobile Networks,MN RN CRD Prod IntroductA2,TIS LTE Trials FSA Engineer,MN Radio Networks,Adventure Chronicles: The Search for Lost Treasure  ,USA
199884,2016-12-15 14:27:41,,Webnei downloaded,RACH Optimization LTE962,Adventure Chronicles: The Search for Lost Treasure  ,MN Mobile Networks,MN RN CRD Prod IntroductA2,TIS LTE Trials FSA Engineer,MN Radio Networks,Adventure Chronicles: The Search for Lost Treasure  ,USA
199917,2016-12-15 14:52:08,47,WebNei clicked,LTE3071,Adventure Collection  ,ION IP Optical Networks,ION IP Optical Networks1E25,Specification Engineer,ION IP Optical Networks1,Adventure Collection  ,Greece
199917,2016-12-15 14:53:04,,Webnei downloaded,IoT - Internet of Things - Introduction,Adventure Collection  ,ION IP Optical Networks,ION IP Optical Networks1E25,Specification Engineer,ION IP Optical Networks1,Adventure Collection  ,Greece
199920,2016-12-15 14:55:48,,Top filtering Clicked,top,Adventure Collection 1  ,MN Mobile Networks,MN RN CS Radio Netw Supp7,Product Support Maintenance Manager,MN Radio Networks,Adventure Collection 1  ,Poland
199918,2016-12-15 14:56:18,769,Category filtering Clicked,LTE,Adventure Collection #1  ,MN Mobile Networks,MN GS EUR RSO58,Senior Engineer,MN Global Services,Adventure Collection #1  ,United Kingdom
199918,2016-12-15 15:09:07,31,WebNei clicked,LTE1089,Adventure Collection #1  ,MN Mobile Networks,MN GS EUR RSO58,Senior Engineer,MN Global Services,Adventure Collection #1  ,United Kingdom
199918,2016-12-15 15:09:38,,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Adventure Collection #1  ,MN Mobile Networks,MN GS EUR RSO58,Senior Engineer,MN Global Services,Adventure Collection #1  ,United Kingdom
199935,2016-12-15 15:13:11,20,Category filtering Clicked,LTE,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199935,2016-12-15 15:13:31,4,Top filtering Clicked,top,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199935,2016-12-15 15:13:35,138,WebNei clicked,VoLTE Performance,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199935,2016-12-15 15:16:46,36,Release technology,LTE,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199935,2016-12-15 15:17:22,,Release type,LTE FDD,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199935,2016-12-15 15:17:22,9,Release type,LTE FDD,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199935,2016-12-15 15:17:31,1,Release type,LTE FDD,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199935,2016-12-15 15:17:32,,Release type,LTE FDD,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199935,2016-12-15 15:17:32,387,Release type double Clicked,LTE FDD,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199945,2016-12-15 15:22:48,15,Release technology,SINGLE RAN,Adventure Collection 3  ,MN Mobile Networks,MN Radio Networks1B,"Head of SWTA, OMCP",MN Radio Networks,Adventure Collection 3  ,Poland
199945,2016-12-15 15:23:03,3,Release type,SINGLE RAN,Adventure Collection 3  ,MN Mobile Networks,MN Radio Networks1B,"Head of SWTA, OMCP",MN Radio Networks,Adventure Collection 3  ,Poland
199945,2016-12-15 15:23:06,17,WebNei clicked,SR000912,Adventure Collection 3  ,MN Mobile Networks,MN Radio Networks1B,"Head of SWTA, OMCP",MN Radio Networks,Adventure Collection 3  ,Poland
199945,2016-12-15 15:23:23,272,Release technology,SINGLE RAN,Adventure Collection 3  ,MN Mobile Networks,MN Radio Networks1B,"Head of SWTA, OMCP",MN Radio Networks,Adventure Collection 3  ,Poland
199947,2016-12-15 15:23:38,24,WebNei clicked,Nokia Cloud Infrastructure System - IC17 (CBIS17 on MN HW),Adventure Collection 4  ,MN Mobile Networks,MN PPS LAT Core Solutions,Sales Solution Manager - Voice Core,MN Product Portfolio Sales,Adventure Collection 4  ,Brazil
199935,2016-12-15 15:23:59,,Release type,LTE FDD,Adventure Collection 2  ,MN Mobile Networks,MN GS GSD CoE243,Senior Engineering Manager,MN Global Services,Adventure Collection 2  ,India
199947,2016-12-15 15:24:02,,Webnei downloaded,Nokia Cloud Infrastructure System - IC17 (CBIS17 on MN HW),Adventure Collection 4  ,MN Mobile Networks,MN PPS LAT Core Solutions,Sales Solution Manager - Voice Core,MN Product Portfolio Sales,Adventure Collection 4  ,Brazil
199945,2016-12-15 15:27:55,251,WebNei clicked,SR000938,Adventure Collection 3  ,MN Mobile Networks,MN Radio Networks1B,"Head of SWTA, OMCP",MN Radio Networks,Adventure Collection 3  ,Poland
199945,2016-12-15 15:32:06,,WebNei clicked,SRAN16.10 overview and upgrade,Adventure Collection 3  ,MN Mobile Networks,MN Radio Networks1B,"Head of SWTA, OMCP",MN Radio Networks,Adventure Collection 3  ,Poland
199941,2016-12-15 15:40:59,7,Release technology,LTE,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199941,2016-12-15 15:41:06,2,Release technology,WCDMA,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199941,2016-12-15 15:41:08,181,Release technology,SINGLE RAN,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199941,2016-12-15 15:44:09,3,Release type,SINGLE RAN,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199941,2016-12-15 15:44:12,1,Release type,SINGLE RAN,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199941,2016-12-15 15:44:13,,Release type,SINGLE RAN,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
199986,2016-12-15 16:08:46,13,Release technology,LTE,Adventure Collection #1  ,MN Mobile Networks,MN GS EUR RSO58,Senior Engineer,MN Global Services,Adventure Collection #1  ,United Kingdom
199986,2016-12-15 16:08:59,,Release type,LTE FDD,Adventure Collection #1  ,MN Mobile Networks,MN GS EUR RSO58,Senior Engineer,MN Global Services,Adventure Collection #1  ,United Kingdom
199988,2016-12-15 16:14:21,16,Category filtering Clicked,5G,Adventure Collection 5: Femmes Fatales  ,MN Mobile Networks,MN RN LTE-N Sys Des&amp;Arc2,R&amp;D Senior Specialist,MN Radio Networks,Adventure Collection 5: Femmes Fatales  ,Germany
199988,2016-12-15 16:14:37,,Category filtering Clicked,OTHER,Adventure Collection 5: Femmes Fatales  ,MN Mobile Networks,MN RN LTE-N Sys Des&amp;Arc2,R&amp;D Senior Specialist,MN Radio Networks,Adventure Collection 5: Femmes Fatales  ,Germany
199997,2016-12-15 16:24:14,,WebNei clicked,LTE497,Adventure Collection 6: Murder & Crime  ,MN Mobile Networks,MN GS LAT RSO52,NPO and Assurance Service Developer,MN Global Services,Adventure Collection 6: Murder & Crime  ,Brazil
200017,2016-12-15 17:01:40,,WebNei clicked,LTE969,Adventure Collection 7: Baphomets Fluch 1-3  ,MN Mobile Networks,MN GS EUR RSO57 A,Senior Engineer,MN Global Services,Adventure Collection 7: Baphomets Fluch 1-3  ,Italy
200010,2016-12-15 17:09:28,86,WebNei clicked,Nokia Cloud Infrastructure System - IC17 (CBIS17 on MN HW),"Adventure Collection 8: Ghost, Thieves & Fairy Tales  ",ION IP Optical Networks,ION NA &amp; CALA LAT IP BD&amp;CE,Sales Solution Manager - MBB Packet Core,ION NA &amp; CALA RBC,"Adventure Collection 8: Ghost, Thieves & Fairy Tales  ",Brazil
200010,2016-12-15 17:10:54,240,Webnei downloaded,Nokia Cloud Infrastructure System - IC17 (CBIS17 on MN HW),"Adventure Collection 8: Ghost, Thieves & Fairy Tales  ",ION IP Optical Networks,ION NA &amp; CALA LAT IP BD&amp;CE,Sales Solution Manager - MBB Packet Core,ION NA &amp; CALA RBC,"Adventure Collection 8: Ghost, Thieves & Fairy Tales  ",Brazil
200010,2016-12-15 17:14:54,,WebNei clicked,Introduction to Virtualization and Telco Cloud,"Adventure Collection 8: Ghost, Thieves & Fairy Tales  ",ION IP Optical Networks,ION NA &amp; CALA LAT IP BD&amp;CE,Sales Solution Manager - MBB Packet Core,ION NA &amp; CALA RBC,"Adventure Collection 8: Ghost, Thieves & Fairy Tales  ",Brazil
200065,2016-12-15 19:22:07,,WebNei clicked,LTE3071,Adventure Collection 9: Haunted Mansions  ,MN Mobile Networks,MN CTO TVA Adv Tech Diff,Specialist -- RRM &amp; Access network,MN Chief Technology Office,Adventure Collection 9: Haunted Mansions  ,USA
200071,2016-12-15 19:51:04,1047,WebNei clicked,LTE1089,The Adventure Collection  ,MN Mobile Networks,MN RN CS RD &amp; ECS NAM1,LTE eNB System Specialist,MN Radio Networks,The Adventure Collection  ,USA
200071,2016-12-15 20:08:31,,WebNei clicked,LTE1803,The Adventure Collection  ,MN Mobile Networks,MN RN CS RD &amp; ECS NAM1,LTE eNB System Specialist,MN Radio Networks,The Adventure Collection  ,USA
200079,2016-12-15 20:27:01,,WebNei clicked,SBTS WebUI and SBTS Commissioning,Adventure Collection: Volume One  ,MN Mobile Networks,MN GS APJ Care3,MBB Radio Engineer - APAC,MN Global Services,Adventure Collection: Volume One  ,Thailand
200091,2016-12-15 21:02:54,646,WebNei clicked,AirScale System Module in FDD LTE (FL16A),The Adventure Collection  ,MN Mobile Networks,MN RN CS RD &amp; ECS NAM1,LTE eNB System Specialist,MN Radio Networks,The Adventure Collection  ,USA
200091,2016-12-15 21:13:40,226,WebNei clicked,LTE2479,The Adventure Collection  ,MN Mobile Networks,MN RN CS RD &amp; ECS NAM1,LTE eNB System Specialist,MN Radio Networks,The Adventure Collection  ,USA
200091,2016-12-15 21:19:59,8,Top filtering Clicked,top,The Adventure Collection  ,MN Mobile Networks,MN RN CS RD &amp; ECS NAM1,LTE eNB System Specialist,MN Radio Networks,The Adventure Collection  ,USA
200091,2016-12-15 21:20:07,45,Category filtering Clicked,LTE,The Adventure Collection  ,MN Mobile Networks,MN RN CS RD &amp; ECS NAM1,LTE eNB System Specialist,MN Radio Networks,The Adventure Collection  ,USA
200113,2016-12-15 22:01:59,,WebNei clicked,LTE1996,"Adventure: Collector's Edition - Volume 1  ",MN Mobile Networks,MN GS LAT RSO16,Project Manager NPO,MN Global Services,"Adventure: Collector's Edition - Volume 1  ",Ecuador
200139,2016-12-16 00:30:31,78,WebNei clicked,Introduction to Virtualization and Telco Cloud,Adventure Creator  ,MN Mobile Networks,MN GS GSD CoE12,Senior Network Performance Specialist,MN Global Services,Adventure Creator  ,Malaysia
200139,2016-12-16 00:31:49,,WebNei clicked,VoLTE Performance,Adventure Creator  ,MN Mobile Networks,MN GS GSD CoE12,Senior Network Performance Specialist,MN Global Services,Adventure Creator  ,Malaysia
200153,2016-12-16 01:45:25,19,Webnei downloaded,VoWiFi Performance,Adventure D: Espionage Island  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure D: Espionage Island  ,Taiwan
200153,2016-12-16 01:45:44,24,Webnei downloaded,VoWiFi Performance,Adventure D: Espionage Island  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure D: Espionage Island  ,Taiwan
200153,2016-12-16 01:46:08,533,Webnei downloaded,Introduction to Virtualization and Telco Cloud,Adventure D: Espionage Island  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure D: Espionage Island  ,Taiwan
200151,2016-12-16 01:46:51,22,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Adventure Elf  ,MN Mobile Networks,MN Global Services164,NPO Planner,MN Global Services,Adventure Elf  ,Taiwan
200151,2016-12-16 01:47:13,12,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Adventure Elf  ,MN Mobile Networks,MN Global Services164,NPO Planner,MN Global Services,Adventure Elf  ,Taiwan
200151,2016-12-16 01:47:25,5,Webnei downloaded,AirScale System Module in FDD LTE (FL16A),Adventure Elf  ,MN Mobile Networks,MN Global Services164,NPO Planner,MN Global Services,Adventure Elf  ,Taiwan
200151,2016-12-16 01:47:30,,Webnei downloaded,AirScale System Module in FDD LTE (FL16A),Adventure Elf  ,MN Mobile Networks,MN Global Services164,NPO Planner,MN Global Services,Adventure Elf  ,Taiwan
200153,2016-12-16 02:11:36,7,WebNei clicked,Nokia Cloud Infrastructure System - IC17 (CBIS17 on MN HW),Adventure D: Espionage Island  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure D: Espionage Island  ,Taiwan
200153,2016-12-16 02:11:43,127,Webnei downloaded,SIP (Session Initiation Protocol),Adventure D: Espionage Island  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure D: Espionage Island  ,Taiwan
200153,2016-12-16 02:13:50,65,Webnei downloaded,IMS Basics,Adventure D: Espionage Island  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure D: Espionage Island  ,Taiwan
200153,2016-12-16 02:14:55,,Webnei downloaded,Nokia Cloud Infrastructure System - IC17 (CBIS17 on MN HW),Adventure D: Espionage Island  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure D: Espionage Island  ,Taiwan
200160,2016-12-16 02:18:26,4,WebNei clicked,RAN2509,Adventure E: The Golden Apple  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure E: The Golden Apple  ,Taiwan
200160,2016-12-16 02:22:10,17,Webnei downloaded,Operator Specific QCI LTE518,Adventure E: The Golden Apple  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure E: The Golden Apple  ,Taiwan
200160,2016-12-16 02:22:27,31,Webnei downloaded,Operator Specific GBR QCIs LTE1231,Adventure E: The Golden Apple  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure E: The Golden Apple  ,Taiwan
200160,2016-12-16 02:22:58,21,Webnei downloaded,TDD Intra-band Multi-Carrier Operation for Two-board Flexi Zone Micro BTS LTE1919,Adventure E: The Golden Apple  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure E: The Golden Apple  ,Taiwan
200160,2016-12-16 02:25:57,14,Webnei downloaded,Cell-specific Neighbor Relation and PCI Handling LTE1383,Adventure E: The Golden Apple  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure E: The Golden Apple  ,Taiwan
200160,2016-12-16 02:26:11,189,Webnei downloaded,IMS Basics,Adventure E: The Golden Apple  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure E: The Golden Apple  ,Taiwan
200165,2016-12-16 02:28:36,322,WebNei clicked,LTE2507,Adventure F: The Eye Of Bain  ,CO Customer Operations,CO GCHN S RSO PEC Stream Radio,Radio Expert,Nokia China Interim,Adventure F: The Eye Of Bain  ,China
200160,2016-12-16 02:29:20,,Webnei downloaded,Nokia Cloud Infrastructure System - IC17 (CBIS17 on MN HW),Adventure E: The Golden Apple  ,MN Mobile Networks,MN Global Services1,NPO Planner,MN Global Services,Adventure E: The Golden Apple  ,Taiwan
